mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_resnet50-2
mps-uncap,0.8,75.91235637664795,20.578622817993164,13.620138168334961
mps-uncap,0.9,168.34952831268313,39.64121341705324,25.728034973144577
mps-uncap,1.0,961.413049697876,125.87509155273438,216.69774055480957
mps-uncap,0.5,16.347408294677734,6.782054901123046,6.051969528198243
mps-uncap,0.6,28.399085998535163,9.302377700805664,7.4879169464111355
mps-uncap,0.7,45.99423408508301,14.530420303344727,9.78653430938721
mps-uncap,0.1,0.07009506225585938,0.07119178771972656,0.0753164291381836
mps-uncap,0.2,4.356098175048831,1.7734050750732484,3.0785083770751998
mps-uncap,0.3,11.986160278320314,3.9943456649780273,3.7801742553710938
mps-uncap,0.4,15.398979187011719,5.4543495178222665,5.830717086791993
