mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_resnet50-2
mps-uncap,0.8,15.292882919311523,5.502462387084961,2.683401107788086
mps-uncap,0.9,15.283823013305664,5.485057830810547,2.6497840881347656
mps-uncap,1.0,15.424728393554688,5.511999130249023,2.6841163635253906
mps-uncap,0.5,15.358209609985352,5.486011505126953,2.6636123657226562
mps-uncap,0.6,15.369415283203125,5.490541458129883,2.671480178833008
mps-uncap,0.7,15.36107063293457,5.508661270141602,2.588033676147461
mps-uncap,0.1,15.493392944335938,5.527019500732422,2.660036087036133
mps-uncap,0.2,15.389680862426758,5.507707595825195,2.695322036743164
mps-uncap,0.3,15.401124954223633,5.516767501831055,2.6841163635253906
mps-uncap,0.4,15.35940170288086,5.502223968505859,2.687692642211914
