mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_resnet50-2
mps-uncap,0.8,40.857791900634766,11.331319808959961,8.497476577758789
mps-uncap,0.9,61.55705451965332,16.074180603027344,11.322736740112305
mps-uncap,1.0,349.5204448699951,46.666502952575684,51.91779136657715
mps-uncap,0.5,23.657560348510742,7.0667266845703125,6.669521331787109
mps-uncap,0.6,27.6339054107666,7.871150970458984,6.880998611450195
mps-uncap,0.7,34.1792106628418,9.19651985168457,7.4204206466674805
mps-uncap,0.1,28.743743896484375,6.058454513549805,6.5659284591674805
mps-uncap,0.2,22.263050079345703,6.240367889404297,6.710529327392578
mps-uncap,0.3,22.19676971435547,6.325006484985352,6.697177886962891
mps-uncap,0.4,21.906256675720215,6.311655044555664,6.921291351318359
