mode,load,0_vgg19-32,1_vgg19-4,2_inception_v3-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.0054836273193359375
