mode,load,0_efficientnet_b6-4,1_efficientnet_b6-4,2_efficientnet_b6-4,3_efficientnet_b6-4
mig,0.1,19.12832260131836,19.295930862426758,19.273042678833008,36.86332702636719
mig,0.2,19.09017562866211,19.244909286499023,19.22440528869629,36.867380142211914
mig,0.3,19.080162048339844,19.26898956298828,19.231319427490234,36.8657112121582
mig,0.4,19.084930419921875,19.26898956298828,19.24753189086914,36.917924880981445
mig,0.5,19.11163330078125,19.258975982666016,19.24610137939453,36.88216209411621
mig,0.6,19.093036651611328,19.28877830505371,19.23847198486328,36.90648078918457
mig,0.7,19.091367721557617,19.25182342529297,19.237756729125977,36.89861297607422
mig,0.8,19.123554229736328,19.275188446044922,19.22321319580078,36.93890571594238
mig,0.9,19.142627716064453,19.279003143310547,19.281387329101562,36.96918487548828
mig,1.0,19.121885299682617,19.321203231811523,19.25969123840332,36.955833435058594
