mode,load,0_efficientnet_b6-4,1_efficientnet_b6-4,2_efficientnet_b6-4,3_efficientnet_b6-4
mig,0.1,39.80038642883305,40.26107549667361,40.93080997467033,67.142972946167
mig,0.2,47.34153747558604,48.96768808364879,42.51832008361825,97.64528274536133
mig,0.3,57.34433650970455,54.14137840270987,64.1210746765135,99.84489440917973
mig,0.4,70.98296165466284,67.11988687515257,64.24864530563357,110.8905482292175
mig,0.5,96.05245590209961,97.70448684692364,74.91157293319704,155.4532623291016
mig,0.6,128.413214683532,106.84630393981935,130.37236213684056,197.5096821784973
mig,0.7,135.96359252929688,206.69367313385024,172.8913807868957,234.7128868103031
mig,0.8,229.20916795730574,329.6910524368286,324.54998493194597,576.8552684783936
mig,0.9,947.109637260437,524.049084186554,834.9650382995605,1092.339220046997
mig,1.0,3544.7124481201176,3649.9670219421387,3924.438586235046,3767.8574299812317
