mode,load,0_efficientnet_b5-4,1_efficientnet_b5-8,2_mobilenet_v3_small-8
mps-uncap,0.8,11.234045028686523,9.165644645690918,2.346038818359375
mps-uncap,0.9,39.41655158996582,20.428180694580078,4.881381988525391
mps-uncap,1.0,1903.7930965423584,76.17592811584473,92.54813194274902
mps-uncap,0.5,0.04887580871582031,0.05412101745605469,0.5857944488525391
mps-uncap,0.6,1.1467933654785156,0.05698204040527344,0.6084442138671875
mps-uncap,0.7,6.558418273925781,5.635380744934082,1.230001449584961
mps-uncap,0.1,0.05817413330078125,0.05698204040527344,0.0476837158203125
mps-uncap,0.2,0.055789947509765625,0.05745887756347656,0.049114227294921875
mps-uncap,0.3,0.05245208740234375,0.05340576171875,0.04792213439941406
mps-uncap,0.4,0.05125999450683594,0.050067901611328125,0.18858909606933594
