mode,load,0_efficientnet_b5-4,1_efficientnet_b5-8,2_mobilenet_v3_small-8
mps-uncap,0.8,23.176908493041992,21.230578422546387,5.165338516235352
mps-uncap,0.9,52.23381519317627,32.99117088317871,7.8258514404296875
mps-uncap,1.0,1916.9120788574219,89.21444416046143,95.7496166229248
mps-uncap,0.5,13.300657272338867,14.107942581176758,4.291534423828125
mps-uncap,0.6,13.877391815185547,13.475656509399414,3.9719343185424805
mps-uncap,0.7,17.563819885253906,17.371296882629395,4.020452499389648
mps-uncap,0.1,21.346569061279297,20.465731620788574,5.864739418029785
mps-uncap,0.2,16.06273651123047,16.436338424682617,6.01041316986084
mps-uncap,0.3,15.982270240783691,15.527725219726562,5.762338638305664
mps-uncap,0.4,14.757394790649414,14.874935150146484,5.24592399597168
