mode,load,0_efficientnet_b5-4,1_efficientnet_b5-8,2_mobilenet_v3_small-8
mps-uncap,0.8,183.89391899108887,114.32075500488281,45.55106163024902
mps-uncap,0.9,400.78163146972656,201.88593864440918,61.63191795349121
mps-uncap,1.0,4342.825651168823,470.0443744659424,474.5948314666748
mps-uncap,0.5,59.003353118896484,62.845468521118164,32.81903266906738
mps-uncap,0.6,62.875986099243164,71.44451141357422,27.01854705810547
mps-uncap,0.7,136.21115684509277,99.21431541442871,29.948711395263672
mps-uncap,0.1,41.177988052368164,40.94862937927246,18.738269805908203
mps-uncap,0.2,48.97046089172363,52.72960662841797,22.217512130737305
mps-uncap,0.3,62.215328216552734,51.9556999206543,28.451919555664062
mps-uncap,0.4,49.60274696350098,61.28668785095215,28.88202667236328
