mode,load,0_efficientnet_b5-4,1_efficientnet_b5-8,2_mobilenet_v3_small-8
mps-uncap,0.8,127.0841121673584,88.11382770538319,23.765847682952884
mps-uncap,0.9,320.18642425537104,146.33111953735343,41.47413730621338
mps-uncap,1.0,4208.332166671752,391.0556173324581,441.2236356735228
mps-uncap,0.5,42.32378959655753,46.527364253997774,16.015391349792484
mps-uncap,0.6,50.66916942596425,46.498579978942864,15.528626441955563
mps-uncap,0.7,91.46159172058105,71.85850143432616,15.287876129150389
mps-uncap,0.1,39.470534324645996,36.700887680053704,13.101344108581545
mps-uncap,0.2,41.04001045227051,41.067790985107436,16.90788984298706
mps-uncap,0.3,40.27385950088501,36.348538398742676,18.668632507324208
mps-uncap,0.4,37.56978511810303,38.12874555587767,17.043466567993182
