mode,load,0_efficientnet_b5-4,1_efficientnet_b5-8,2_mobilenet_v3_small-8
mps-uncap,0.8,14.751949310302734,13.651514053344725,4.510889053344727
mps-uncap,0.9,14.673507213592526,13.60776424407959,4.5472288131713885
mps-uncap,1.0,14.730126857757568,13.627233505249022,4.596233367919922
mps-uncap,0.5,16.45719528198242,16.197104454040524,5.435469150543214
mps-uncap,0.6,15.215802192687981,16.02132797241211,4.800143241882323
mps-uncap,0.7,14.79867935180664,14.449532032012938,4.195690155029297
mps-uncap,0.1,23.97842407226563,23.373532295227047,6.783206462860107
mps-uncap,0.2,23.326044082641594,23.864412307739258,6.788773536682129
mps-uncap,0.3,22.33301639556884,22.794451713562015,6.594200134277343
mps-uncap,0.4,16.912031173706062,20.421710014343226,6.026172637939455
