mode,load,0_efficientnet_b5-4,1_efficientnet_b5-8,2_mobilenet_v3_small-8
mps-uncap,0.8,113.50676536560054,75.37113904952992,20.6973218917847
mps-uncap,0.9,308.0790686607359,133.4089517593383,38.39794158935549
mps-uncap,1.0,4194.240984916687,377.9354166984555,438.34470272064203
mps-uncap,0.5,31.392288208007706,35.72413206100461,12.70384788513184
mps-uncap,0.6,40.35589694976786,35.93051910400386,12.408080101013182
mps-uncap,0.7,81.02330207824707,59.477739334106445,12.679338455200195
mps-uncap,0.1,20.039553642272953,18.066143989562985,7.496674060821534
mps-uncap,0.2,27.738332748413033,25.302028656005888,11.40376091003418
mps-uncap,0.3,26.222229003906243,23.372030258178718,13.565368652343748
mps-uncap,0.4,26.167035102844242,26.856081485748142,13.07308197021487
