mode,load,0_efficientnet_b5-4,1_efficientnet_b5-8,2_mobilenet_v3_small-8
mps-uncap,0.8,16.09516143798828,16.53003692626953,5.31768798828125
mps-uncap,0.9,16.58320426940918,15.839815139770508,5.326271057128906
mps-uncap,1.0,16.288042068481445,15.117168426513672,5.013942718505859
mps-uncap,0.5,17.457246780395508,20.316600799560547,6.5555572509765625
mps-uncap,0.6,17.432451248168945,17.040491104125977,6.028652191162109
mps-uncap,0.7,16.726255416870117,16.203880310058594,5.627870559692383
mps-uncap,0.1,24.466753005981445,24.185657501220703,7.1239471435546875
mps-uncap,0.2,26.006460189819336,26.278972625732422,7.618904113769531
mps-uncap,0.3,24.693727493286133,23.927688598632812,9.428977966308594
mps-uncap,0.4,20.68614959716797,24.410486221313477,6.841421127319336
