mode,load,0_efficientnet_b5-4,1_efficientnet_b5-8,2_mobilenet_v3_small-8
mps-uncap,0.8,12.553691864013672,12.469172477722168,2.6540756225585938
mps-uncap,0.9,13.408541679382324,12.853622436523438,2.78472900390625
mps-uncap,1.0,13.8092041015625,13.034462928771973,2.9120445251464844
mps-uncap,0.5,11.306047439575195,11.8788480758667,3.5614967346191406
mps-uncap,0.6,11.204957962036133,11.87276840209961,2.611875534057617
mps-uncap,0.7,12.216329574584961,12.621760368347168,2.5548934936523438
mps-uncap,0.1,20.850419998168945,18.45264434814453,5.705595016479492
mps-uncap,0.2,15.413045883178711,15.717029571533203,5.657792091369629
mps-uncap,0.3,14.64080810546875,14.057159423828125,5.29170036315918
mps-uncap,0.4,11.816978454589844,12.11249828338623,3.9110183715820312
