mode,load,0_efficientnet_b5-4,1_efficientnet_b5-8,2_mobilenet_v3_small-8
mps-uncap,0.8,8.651494979858398,9.139537811279297,2.2728443145751953
mps-uncap,0.9,8.73708724975586,9.153127670288086,2.271413803100586
mps-uncap,1.0,8.860349655151367,10.078907012939453,2.325773239135742
mps-uncap,0.5,8.762359619140625,9.04703140258789,2.2745132446289062
mps-uncap,0.6,8.742809295654297,9.136438369750977,2.306222915649414
mps-uncap,0.7,8.658647537231445,9.114265441894531,2.298116683959961
mps-uncap,0.1,9.015083312988281,9.1400146484375,2.336263656616211
mps-uncap,0.2,8.64720344543457,9.070396423339844,2.3126602172851562
mps-uncap,0.3,8.806467056274414,9.135007858276367,2.2940635681152344
mps-uncap,0.4,8.633852005004883,9.094953536987305,2.278566360473633
