mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8
mig,0.1,2.348184585571289,2.3996829986572266
mig,0.2,2.3508071899414062,2.403736114501953
mig,0.3,2.2916793823242188,2.3946762084960938
mig,0.4,2.3734569549560547,2.343893051147461
mig,0.5,2.2962093353271484,2.3348331451416016
mig,0.6,2.378702163696289,2.323627471923828
mig,0.7,2.332448959350586,2.306699752807617
mig,0.8,2.3458003997802734,2.351045608520508
mig,0.9,2.367258071899414,2.3043155670166016
mig,1.0,2.37274169921875,2.355337142944336
