mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8
mig,0.1,0.04649162292480469,0.049114227294921875
mig,0.2,0.04863739013671875,0.04696846008300781
mig,0.3,0.04744529724121094,0.0934600830078125
mig,0.4,0.41985511779785156,0.3819465637207031
mig,0.5,0.4724264144897461,0.4926919937133789
mig,0.6,1.2902021408081055,1.1944770812988281
mig,0.7,1.8552541732788086,1.9050836563110352
mig,0.8,3.094196319580078,3.27301025390625
mig,0.9,9.339570999145508,9.150862693786621
mig,1.0,485.5700731277466,167.70505905151367
