mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8
mig,0.1,8.063242435455322,8.866930007934569
mig,0.2,13.039112091064453,13.466436862945553
mig,0.3,13.39346170425415,15.254092216491689
mig,0.4,13.532638549804672,11.696958541870094
mig,0.5,9.846658706665046,10.616934299468994
mig,0.6,11.065876483917235,11.816215515136724
mig,0.7,15.209658145904564,13.328325748443623
mig,0.8,24.622044563293482,28.4843730926513
mig,0.9,64.26692008972167,56.43573760986328
mig,1.0,705.0972485542297,265.1961040496825
