mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8
mig,0.1,5.946159362792969,6.035089492797852
mig,0.2,5.962371826171875,6.000518798828125
mig,0.3,4.820346832275391,5.109548568725586
mig,0.4,4.111289978027344,4.058361053466797
mig,0.5,3.3971071243286133,3.5032033920288086
mig,0.6,3.802180290222168,3.6923885345458984
mig,0.7,4.252195358276367,4.2809247970581055
mig,0.8,5.493402481079102,5.67317008972168
mig,0.9,11.761665344238281,11.508584022521973
mig,1.0,488.008975982666,170.0763702392578
