mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8
mig,0.1,0.010967254638671875,0.01049041748046875
mig,0.2,0.008821487426757812,0.010728836059570312
mig,0.3,0.009298324584960938,0.0095367431640625
mig,0.4,0.008344650268554688,0.00858306884765625
mig,0.5,0.008344650268554688,0.007867813110351562
mig,0.6,0.008106231689453125,0.008821487426757812
mig,0.7,0.008106231689453125,0.00858306884765625
mig,0.8,0.008344650268554688,0.00858306884765625
mig,0.9,0.008821487426757812,0.008821487426757812
mig,1.0,0.01049041748046875,0.010013580322265625
