mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8
mig,0.1,5.693554878234863,5.784511566162109
mig,0.2,5.406379699707031,5.492210388183594
mig,0.3,3.7958621978759766,3.9305686950683594
mig,0.4,2.5610923767089844,2.566814422607422
mig,0.5,2.3844242095947266,2.407073974609375
mig,0.6,2.4411678314208984,2.3946762084960938
mig,0.7,2.391815185546875,2.3729801177978516
mig,0.8,2.404928207397461,2.402067184448242
mig,0.9,2.4156570434570312,2.3567676544189453
mig,1.0,2.4063587188720703,2.3751258850097656
