mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8
mig,0.1,19.32215690612793,21.06952667236328
mig,0.2,29.078006744384766,26.507139205932617
mig,0.3,25.64096450805664,33.89573097229004
mig,0.4,30.255556106567383,25.23517608642578
mig,0.5,19.040584564208984,23.945331573486328
mig,0.6,25.548934936523438,25.91729164123535
mig,0.7,26.74698829650879,24.710416793823242
mig,0.8,41.11456871032715,57.59739875793457
mig,0.9,77.8646469116211,68.89557838439941
mig,1.0,729.210615158081,287.4114513397217
