mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8
mig,0.1,13.468027114868164,15.232324600219727
mig,0.2,25.278568267822266,21.45099639892578
mig,0.3,21.581172943115234,30.029296875
mig,0.4,26.484012603759766,22.858381271362305
mig,0.5,16.006946563720703,21.594524383544922
mig,0.6,22.989273071289062,23.437023162841797
mig,0.7,24.17755126953125,22.377490997314453
mig,0.8,38.76852989196777,55.17697334289551
mig,0.9,75.5009651184082,66.56408309936523
mig,1.0,726.848840713501,285.0937843322754
