mode,load,0_mobilenet_v3_small-8,1_mobilenet_v3_small-8
mig,0.1,2.300262451171875,2.3546218872070312
mig,0.2,2.303600311279297,2.3620128631591797
mig,0.3,2.2614002227783203,2.349853515625
mig,0.4,2.340078353881836,2.3038387298583984
mig,0.5,2.269268035888672,2.290487289428711
mig,0.6,2.337217330932617,2.285480499267578
mig,0.7,2.2954940795898438,2.2733211517333984
mig,0.8,2.3114681243896484,2.3114681243896484
mig,0.9,2.3221969604492188,2.261638641357422
mig,1.0,2.3064613342285156,2.291440963745117
