mode,load,0_alexnet-16,1_alexnet-4,2_mobilenet_v3_small-8
mps-uncap,0.8,85.34607648849492,16.55358076095581,262.21037864685053
mps-uncap,0.9,2116.022810935974,41.94325447082515,5498.473410606384
mps-uncap,1.0,5548.49045753479,221.0603928565979,11050.773372650146
mps-uncap,0.5,8.66559743881224,3.7401533126831046,20.08976936340334
mps-uncap,0.6,12.893102169036874,5.093688964843749,28.768277168274
mps-uncap,0.7,16.16561412811282,11.715726852416994,75.44506072998047
mps-uncap,0.1,3.683142662048372,1.3537406921386737,17.2300100326538
mps-uncap,0.2,5.581331253051757,2.310199737548816,18.10022354125972
mps-uncap,0.3,5.702762603759765,2.9225730895996103,17.076978683471694
mps-uncap,0.4,6.93523645400998,3.5054397583007755,13.902926445007324
