mode,load,0_alexnet-16,1_alexnet-4,2_mobilenet_v3_small-8
mps-uncap,0.8,44.89908218383791,8.856773376464844,205.4448127746582
mps-uncap,0.9,1811.9210481643677,24.014806747436523,5019.107866287231
mps-uncap,1.0,5073.938512802123,107.58447647094727,10091.672682762146
mps-uncap,0.5,6.04701042175293,2.7252912521362305,13.627815246582033
mps-uncap,0.6,7.952260971069337,3.4837722778320312,18.57273578643799
mps-uncap,0.7,9.784102439880371,6.940031051635746,38.85333538055423
mps-uncap,0.1,4.378509521484376,2.015447616577149,15.388965606689453
mps-uncap,0.2,5.049753189086914,2.4323463439941406,14.81771469116211
mps-uncap,0.3,4.633522033691406,2.419757843017579,12.624645233154299
mps-uncap,0.4,5.05375862121582,2.769899368286135,11.070966720581055
