mode,load,0_alexnet-16,1_alexnet-4,2_mobilenet_v3_small-8
mps-uncap,0.8,127.00557708740234,29.31976318359375,304.4109344482422
mps-uncap,0.9,2154.545545578003,54.781436920166016,5538.06209564209
mps-uncap,1.0,5581.812620162964,236.67383193969727,11158.692121505737
mps-uncap,0.5,17.15850830078125,11.205911636352539,42.641639709472656
mps-uncap,0.6,27.094125747680664,11.755943298339844,50.84824562072754
mps-uncap,0.7,28.651714324951172,22.464275360107422,104.02202606201172
mps-uncap,0.1,11.298418045043945,5.773067474365234,34.07549858093262
mps-uncap,0.2,14.105558395385742,9.829044342041016,35.764217376708984
mps-uncap,0.3,14.20903205871582,11.234283447265625,30.01117706298828
mps-uncap,0.4,18.488407135009766,8.725643157958984,29.73008155822754
