mode,load,0_alexnet-16,1_alexnet-4,2_mobilenet_v3_small-8
mps-uncap,0.8,9.476423263549805,1.5929937362670898,64.95547294616699
mps-uncap,0.9,764.4267082214355,5.591630935668945,2696.6283321380615
mps-uncap,1.0,3059.263229370117,20.505666732788086,5855.587720870972
mps-uncap,0.5,0.33032894134521484,0.014781951904296875,1.832723617553711
mps-uncap,0.6,1.1740922927856445,0.09703636169433594,3.696560859680176
mps-uncap,0.7,1.8329620361328125,0.8943080902099609,7.872104644775391
mps-uncap,0.1,0.027179718017578125,0.028133392333984375,0.02956390380859375
mps-uncap,0.2,0.026464462280273438,0.025510787963867188,0.0286102294921875
mps-uncap,0.3,0.02384185791015625,0.023126602172851562,0.027179718017578125
mps-uncap,0.4,0.026226043701171875,0.025510787963867188,0.1678466796875
