mode,load,0_alexnet-16,1_alexnet-4,2_mobilenet_v3_small-8
mps-uncap,0.8,1.5358924865722656,0.7293224334716797,4.123926162719727
mps-uncap,0.9,1.5475749969482422,0.7615089416503906,4.055023193359375
mps-uncap,1.0,1.5761852264404297,0.7507801055908203,4.058599472045898
mps-uncap,0.5,1.4657974243164062,0.720977783203125,4.046916961669922
mps-uncap,0.6,1.474142074584961,0.7300376892089844,4.055500030517578
mps-uncap,0.7,1.4777183532714844,0.7233619689941406,4.059791564941406
mps-uncap,0.1,1.5401840209960938,0.7541179656982422,4.045248031616211
mps-uncap,0.2,1.5075206756591797,0.8134841918945312,4.043340682983398
mps-uncap,0.3,1.4526844024658203,0.7395744323730469,4.060506820678711
mps-uncap,0.4,1.4445781707763672,0.7433891296386719,3.977060317993164
