mode,load,0_inception_v3-16,1_mobilenet_v2-4,2_mobilenet_v3_small-8
mps-uncap,0.8,113.81220817565918,35.485267639160156,32.697439193725586
mps-uncap,0.9,214.6925926208496,70.77789306640625,65.78421592712402
mps-uncap,1.0,581.6023349761963,303.90167236328125,89.42151069641113
mps-uncap,0.5,46.404361724853516,22.017955780029297,22.005081176757812
mps-uncap,0.6,49.48568344116211,23.78106117248535,21.87323570251465
mps-uncap,0.7,80.77073097229004,19.682884216308594,32.89508819580078
mps-uncap,0.1,34.05451774597168,16.29781723022461,20.39647102355957
mps-uncap,0.2,38.024187088012695,27.864933013916016,26.481151580810547
mps-uncap,0.3,36.51118278503418,26.483535766601562,26.87692642211914
mps-uncap,0.4,41.96619987487793,24.01590347290039,28.98550033569336
