mode,load,0_efficientnet_b6-16,1_resnet50-16,2_squeezenet1_0-8
mps-uncap,0.8,21.136760711669922,6.981849670410156,1.8532276153564453
mps-uncap,0.9,22.9339599609375,7.072925567626953,1.9290447235107422
mps-uncap,1.0,20.773649215698242,7.158517837524414,1.9593238830566406
mps-uncap,0.5,20.359516143798828,6.914854049682617,1.8727779388427734
mps-uncap,0.6,20.450830459594727,6.967306137084961,1.9161701202392578
mps-uncap,0.7,20.522117614746094,6.846904754638672,1.836538314819336
mps-uncap,0.1,21.523237228393555,8.061408996582031,2.582073211669922
mps-uncap,0.2,20.55978775024414,6.968259811401367,2.3415088653564453
mps-uncap,0.3,20.41149139404297,6.987094879150391,1.920461654663086
mps-uncap,0.4,20.427703857421875,6.933927536010742,1.920938491821289
