mode,load,0_efficientnet_b6-16,1_resnet50-16,2_squeezenet1_0-8
mps-uncap,0.8,516.6227674484251,157.78089523315379,117.74528503417972
mps-uncap,0.9,649.0622997283939,770.3616976737977,90.14678955078129
mps-uncap,1.0,1419.141707420349,9581.351940631866,5549.592399597168
mps-uncap,0.5,92.42518424987833,44.18362617492674,17.924311161041263
mps-uncap,0.6,107.8490734100342,58.55856418609616,22.089138031005795
mps-uncap,0.7,173.7139415740966,82.3868346214294,35.80200672149658
mps-uncap,0.1,53.38613986968991,24.20894384384157,10.417819023132328
mps-uncap,0.2,53.43563556671141,24.61020469665523,10.87974548339844
mps-uncap,0.3,65.73666572570801,31.50171756744389,12.816205024719235
mps-uncap,0.4,74.25208568573002,33.51438522338867,15.687446594238281
