mode,load,0_mobilenet_v2-2,1_resnet18-2,2_vgg19-2
mps-uncap,0.8,22.74942398071289,11.63779973983769,19.14992570877075
mps-uncap,0.9,56.017937660217214,20.8170032501221,29.16929244995117
mps-uncap,1.0,135.4207992553711,94.7703409194946,116.10907077789305
mps-uncap,0.5,14.942080974578849,10.397696495056147,8.913230895996083
mps-uncap,0.6,12.968609333038328,9.786491394042985,12.109360694885256
mps-uncap,0.7,13.71499300003052,9.600853919982907,15.34255504608154
mps-uncap,0.1,13.371386528015131,5.599737167358398,4.582004547119141
mps-uncap,0.2,15.822038650512672,7.3334789276123,5.228223800659179
mps-uncap,0.3,17.865636348724323,9.655475616455078,6.822304725646973
mps-uncap,0.4,15.146613121032713,10.966649055480959,7.535705566406251
