mode,load,0_mobilenet_v2-2,1_resnet18-2,2_vgg19-2
mps-uncap,0.8,577.5254577073192,711.0109634341518,499.76048905383664
mps-uncap,0.9,654.4443834764154,800.7897582814384,560.4526267565643
mps-uncap,1.0,729.9269472696686,879.97176051505,638.5355661545831
mps-uncap,0.5,369.6383686656379,448.40251154349085,316.11753281576904
mps-uncap,0.6,439.61100031051853,539.9846030606404,378.75695902449826
mps-uncap,0.7,511.9037573341143,628.7017407085516,444.12688426886257
mps-uncap,0.1,74.24353753441498,88.12479183164564,63.228098858111466
mps-uncap,0.2,150.47323566835493,181.0928351047153,126.97704567355439
mps-uncap,0.3,219.53545968910512,266.4308090862284,191.1975829357902
mps-uncap,0.4,286.54448477581843,355.73430781462383,252.6752064464818
