mode,load,0_mobilenet_v2-2,1_resnet18-2,2_vgg19-2
mps-uncap,0.8,4.317522048950195,3.4303665161132812,4.151582717895508
mps-uncap,0.9,4.20832633972168,3.412961959838867,4.080772399902344
mps-uncap,1.0,4.107236862182617,3.8335323333740234,4.277706146240234
mps-uncap,0.5,5.8307647705078125,3.5092830657958984,3.772735595703125
mps-uncap,0.6,6.012678146362305,3.561258316040039,3.3674240112304688
mps-uncap,0.7,4.642963409423828,2.9876232147216797,3.8251876831054688
mps-uncap,0.1,6.292104721069336,3.625631332397461,3.000974655151367
mps-uncap,0.2,7.633209228515625,3.899812698364258,3.063201904296875
mps-uncap,0.3,7.979631423950195,4.096031188964844,3.303050994873047
mps-uncap,0.4,6.675004959106445,5.293130874633789,3.882169723510742
