mode,load,0_efficientnet_b7-16,1_efficientnet_b7-16,2_efficientnet_b7-16,3_efficientnet_b7-16
mig,0.1,16.154881676744957,17.56132513535679,19.990224629357296,9.527284335258473
mig,0.2,36.45156498231937,34.861514061885465,34.3305234171515,17.708549060689656
mig,0.3,50.65182106138244,57.87182127170095,60.386585670613236,26.255223468391904
mig,0.4,67.90739558991265,70.83920370194062,69.14172741071586,33.50239337890197
mig,0.5,90.84537302877303,87.23555402112838,89.95501795206997,42.25429269051914
mig,0.6,116.10691558120254,105.55494909341314,107.33060519111129,54.76700831627704
mig,0.7,118.9981292750545,128.3544941725016,128.58535693908226,64.42249868497105
mig,0.8,153.30600180528884,145.39643654037388,130.78493570366646,68.02462814205765
mig,0.9,160.93766402649243,158.24979313364165,156.92650907232797,81.15314336106371
mig,1.0,157.9267917815797,160.12099794054387,160.45723034385614,81.6038276609821
