mode,load,0_efficientnet_b7-16,1_efficientnet_b7-16,2_efficientnet_b7-16,3_efficientnet_b7-16
mig,0.1,80.05310058593751,132.67397880554182,62.4042797088623,124.77076053619385
mig,0.2,192.95204639434812,100.18401145935071,147.17754840850822,256.1274623870846
mig,0.3,321.4943599700927,180.39396286010742,267.64279603958124,221.1613798141478
mig,0.4,250.33240318298328,337.6047849655146,221.77787303924566,381.9792580604554
mig,0.5,256.6483330726626,316.1046147346496,322.07765102386463,269.3247723579403
mig,0.6,549.4805192947391,642.0438766479492,564.8992729187012,825.6408977508555
mig,0.7,745.6866383552554,912.7133846282952,557.3128795623777,947.0160555839523
mig,0.8,1662.8700971603394,1647.1827983856201,559.1904926300042,1170.4920387268062
mig,0.9,4263.956701755524,4030.276365280152,2992.114677429199,5343.755612373353
mig,1.0,4297.653150558472,4663.489141464234,7084.115586280823,5520.090818405151
