mode,load,0_efficientnet_b7-16,1_efficientnet_b7-16,2_efficientnet_b7-16,3_efficientnet_b7-16
mig,0.1,88.71316909790039,151.01313591003418,67.94095039367676,166.3382053375244
mig,0.2,242.783784866333,146.8222141265869,155.75909614562988,348.63972663879395
mig,0.3,353.01876068115234,214.30683135986328,308.1798553466797,241.50681495666504
mig,0.4,307.1258068084717,421.83923721313477,256.30784034729004,446.5615749359131
mig,0.5,309.467077255249,388.57579231262207,349.52497482299805,323.2390880584717
mig,0.6,712.2073173522949,717.4201011657715,626.2803077697754,1003.373384475708
mig,0.7,877.1281242370605,1114.2339706420898,636.6875171661377,1035.9792709350586
mig,0.8,1787.888526916504,1752.7878284454346,701.3537883758545,1264.2011642456055
mig,0.9,4400.408744812012,4070.8048343658447,3086.705446243286,5627.859592437744
mig,1.0,4355.72075843811,4833.914756774902,7237.086534500122,5656.329393386841
