mode,load,0_efficientnet_b7-16,1_efficientnet_b7-16,2_efficientnet_b7-16,3_efficientnet_b7-16
mig,0.1,100.94618797302246,101.08494758605957,101.16243362426758,192.86727905273438
mig,0.2,100.4185676574707,100.56447982788086,102.11300849914551,195.3258514404297
mig,0.3,105.28445243835449,105.62777519226074,105.77178001403809,195.8479881286621
mig,0.4,101.52196884155273,101.93967819213867,101.92084312438965,195.21689414978027
mig,0.5,102.1416187286377,102.07486152648926,101.44591331481934,195.16992568969727
mig,0.6,102.24294662475586,102.17809677124023,102.6773452758789,194.69356536865234
mig,0.7,102.27131843566895,102.23937034606934,102.34355926513672,196.21706008911133
mig,0.8,103.57666015625,104.23946380615234,103.31869125366211,198.12321662902832
mig,0.9,103.75356674194336,104.14433479309082,104.19678688049316,199.263334274292
mig,1.0,105.12566566467285,104.27570343017578,104.46715354919434,199.91540908813477
