mode,load,0_efficientnet_b6-16,1_efficientnet_b6-16
mig,0.1,86.9283676147461,137.98284530639648
mig,0.2,136.73758506774902,118.25370788574219
mig,0.3,119.0500259399414,142.65680313110352
mig,0.4,184.69524383544922,254.6381950378418
mig,0.5,301.12433433532715,257.9481601715088
mig,0.6,275.55155754089355,473.8321304321289
mig,0.7,316.3316249847412,478.00636291503906
mig,0.8,565.0897026062012,491.73521995544434
mig,0.9,2338.2022380828857,3149.409532546997
mig,1.0,5838.297605514526,5644.850492477417
