mode,load,0_efficientnet_b6-16,1_efficientnet_b6-16
mig,0.1,36.222100257873535,43.20955276489258
mig,0.2,36.20946407318115,43.225646018981934
mig,0.3,36.203861236572266,43.2581901550293
mig,0.4,36.24570369720459,43.309688568115234
mig,0.5,36.33427619934082,43.332815170288086
mig,0.6,36.313533782958984,43.355345726013184
mig,0.7,36.44871711730957,43.50090026855469
mig,0.8,36.683082580566406,43.85089874267578
mig,0.9,37.01448440551758,44.265151023864746
mig,1.0,37.09423542022705,44.381141662597656
