mode,load,0_efficientnet_b6-16,1_efficientnet_b6-16
mig,0.1,34.67499971389772,52.468550205230756
mig,0.2,54.714026451110826,59.45529937744142
mig,0.3,65.51343202590927,76.06313228607175
mig,0.4,112.22009658813484,133.43710899353033
mig,0.5,158.11924934387184,171.77086353302005
mig,0.6,195.7625770568844,362.8787779808046
mig,0.7,216.89280509948716,332.51039505004866
mig,0.8,393.49690914154064,284.6163702011103
mig,0.9,2220.9991455078125,3028.2620739936833
mig,1.0,5586.273286342622,5517.030649185181
