mode,load,0_efficientnet_b6-16,1_efficientnet_b6-16
mig,0.1,0.04208087921142578,0.04303455352783203
mig,0.2,0.04100799560546875,0.04100799560546875
mig,0.3,0.03218650817871094,0.033855438232421875
mig,0.4,0.04220008850097656,0.041604042053222656
mig,0.5,3.116130828857422,7.343530654907227
mig,0.6,15.093564987182617,22.02296257019043
mig,0.7,32.37199783325195,40.259599685668945
mig,0.8,83.33289623260498,59.47542190551758
mig,0.9,1112.0824813842773,560.556173324585
mig,1.0,3419.3040132522583,3422.311544418335
