mode,load,0_efficientnet_b6-16,1_efficientnet_b6-16
mig,0.1,0.012874603271484375,0.016689300537109375
mig,0.2,0.0133514404296875,0.01239776611328125
mig,0.3,0.010013580322265625,0.012159347534179688
mig,0.4,0.01239776611328125,0.012874603271484375
mig,0.5,0.011444091796875,0.01239776611328125
mig,0.6,0.010013580322265625,0.012159347534179688
mig,0.7,0.01049041748046875,0.01239776611328125
mig,0.8,0.011920928955078125,0.01239776611328125
mig,0.9,0.01430511474609375,0.013828277587890625
mig,1.0,0.016927719116210938,0.023365020751953125
