mode,load,0_efficientnet_b6-16,1_efficientnet_b6-16
mig,0.1,3.0448913574219474,0.060439109802246094
mig,0.2,24.13125038146976,31.92195892333986
mig,0.3,34.66212749481201,36.87963485717774
mig,0.4,48.16138744354248,51.298642158508315
mig,0.5,54.70788478851319,73.69019985198975
mig,0.6,88.65189552307129,134.33713912963862
mig,0.7,125.82018375396734,168.1928157806396
mig,0.8,255.11944293975836,170.8699703216553
mig,0.9,1995.139741897583,2562.1518135070796
mig,1.0,4790.801930427551,5082.7741622924805
