mode,load,0_densenet161-8,1_vgg11-32,2_vgg13-2
mps-uncap,0.8,83.80877017974854,13.256254196166992,13.175859451293945
mps-uncap,0.9,79.69164848327635,13.646469116210934,13.531208038330078
mps-uncap,1.0,81.95948600769042,13.78117084503174,13.761594295501707
mps-uncap,0.5,58.7394380569458,12.30506420135498,11.422581672668448
mps-uncap,0.6,70.56229591369629,12.737751007080078,11.727228164672844
mps-uncap,0.7,72.99708127975465,13.05154085159302,12.523269653320312
mps-uncap,0.1,32.9774284362793,11.572208404540998,10.182991027832031
mps-uncap,0.2,35.89351892471315,11.607246398925774,10.34768581390381
mps-uncap,0.3,40.004792213439956,11.96742296218871,10.48741340637207
mps-uncap,0.4,57.74782896041874,12.089934349060059,10.727999210357666
