mode,load,0_densenet161-8,1_vgg11-32,2_vgg13-2
mps-uncap,0.8,75.19645690917969,12.481403350830078,12.047004699707031
mps-uncap,0.9,74.56612586975098,12.798881530761719,12.415647506713867
mps-uncap,1.0,76.59120559692383,13.068199157714844,12.702035903930664
mps-uncap,0.5,38.63005638122559,11.272692680358888,9.247493743896484
mps-uncap,0.6,47.33786582946777,11.792659759521484,9.815573692321777
mps-uncap,0.7,60.98771095275879,12.121248245239258,10.697364807128906
mps-uncap,0.1,25.286483764648438,10.482835769653322,2.6077747344970668
mps-uncap,0.2,27.91719436645508,10.591697692871094,5.665922164916992
mps-uncap,0.3,29.20687198638916,10.782527923583986,7.128596305847168
mps-uncap,0.4,32.567501068115234,11.045551300048828,8.433270454406738
