mode,load,0_densenet161-8,1_vgg11-32,2_vgg13-2
mps-uncap,0.8,10.62154769897461,9.851217269897461,1.6338825225830078
mps-uncap,0.9,10.84589958190918,9.872674942016602,1.6398429870605469
mps-uncap,1.0,11.343955993652344,9.877204895019531,1.641988754272461
mps-uncap,0.5,10.614633560180664,9.815692901611328,1.6274452209472656
mps-uncap,0.6,10.602951049804688,9.80234146118164,1.631021499633789
mps-uncap,0.7,10.735750198364258,9.817361831665039,1.62506103515625
mps-uncap,0.1,10.577678680419922,9.805440902709961,1.6314983367919922
mps-uncap,0.2,10.634422302246094,9.799718856811523,1.6319751739501953
mps-uncap,0.3,10.524272918701172,9.798765182495117,1.6243457794189453
mps-uncap,0.4,10.528326034545898,9.799480438232422,1.6210079193115234
