mode,load,0_mobilenet_v3_large-4,1_resnet18-2,2_vgg19-8
mps-uncap,0.8,0.009298324584960938,0.0073909759521484375,0.010013580322265625
mps-uncap,0.9,0.009059906005859375,0.008106231689453125,0.010013580322265625
mps-uncap,1.0,0.009298324584960938,0.0095367431640625,0.009775161743164062
mps-uncap,0.5,0.011444091796875,0.010013580322265625,0.0095367431640625
mps-uncap,0.6,0.009775161743164062,0.010013580322265625,0.009775161743164062
mps-uncap,0.7,0.009059906005859375,0.009775161743164062,0.009775161743164062
mps-uncap,0.1,0.011920928955078125,0.010728836059570312,0.010967254638671875
mps-uncap,0.2,0.011920928955078125,0.009775161743164062,0.011205673217773438
mps-uncap,0.3,0.01049041748046875,0.010251998901367188,0.010967254638671875
mps-uncap,0.4,0.010967254638671875,0.009775161743164062,0.010728836059570312
