mode,load,0_mobilenet_v3_large-4,1_resnet18-2,2_vgg19-8
mps-uncap,0.8,20.258188247680664,11.406278610229494,31.882762908935547
mps-uncap,0.9,34.83307361602784,23.40826988220215,53.25174331665039
mps-uncap,1.0,83.19730758666996,937.9587650299072,152.56960391998288
mps-uncap,0.5,13.510656356811523,7.129621505737306,13.703060150146484
mps-uncap,0.6,13.700127601623535,8.414196968078613,16.347408294677734
mps-uncap,0.7,15.338611602783201,10.647535324096681,24.745440483093276
mps-uncap,0.1,7.827281951904297,3.60560417175293,6.434011459350586
mps-uncap,0.2,9.476184844970703,4.466056823730468,8.437585830688477
mps-uncap,0.3,12.806177139282227,5.112886428833008,10.61530113220215
mps-uncap,0.4,12.880635261535643,6.01978302001953,11.883068084716799
