mode,load,0_mobilenet_v3_large-4,1_resnet18-2,2_vgg19-8
mps-uncap,0.8,2.7565956115722656,1.0912418365478516,5.9261322021484375
mps-uncap,0.9,2.6738643646240234,1.0824203491210938,5.9452056884765625
mps-uncap,1.0,2.7120113372802734,1.0998249053955078,6.036520004272461
mps-uncap,0.5,2.7360916137695312,1.1029243469238281,5.922794342041016
mps-uncap,0.6,2.6924610137939453,1.1034011840820312,5.901813507080078
mps-uncap,0.7,2.691984176635742,1.0731220245361328,5.925655364990234
mps-uncap,0.1,2.7856826782226562,1.142263412475586,5.897998809814453
mps-uncap,0.2,2.796649932861328,1.0867118835449219,5.908727645874023
mps-uncap,0.3,2.779245376586914,1.1060237884521484,5.889177322387695
mps-uncap,0.4,2.7358531951904297,1.1091232299804688,5.889415740966797
