mode,load,0_mobilenet_v3_large-4,1_resnet18-2,2_vgg19-8
mps-uncap,0.8,6.316184997558594,3.09908390045166,6.701231002807617
mps-uncap,0.9,6.9828033447265625,3.544926643371582,6.92296028137207
mps-uncap,1.0,7.033586502075195,4.269599914550781,7.147312164306641
mps-uncap,0.5,6.520509719848633,2.845287322998047,6.315469741821289
mps-uncap,0.6,6.155848503112793,3.0128955841064453,6.405353546142578
mps-uncap,0.7,5.941867828369141,3.0736923217773438,6.579279899597168
mps-uncap,0.1,7.053613662719727,2.9671192169189453,6.041049957275391
mps-uncap,0.2,7.054448127746582,2.871274948120117,6.076335906982422
mps-uncap,0.3,7.162809371948242,2.948284149169922,6.128072738647461
mps-uncap,0.4,6.922125816345215,2.967238426208496,6.213665008544922
