mode,load,0_mobilenet_v3_large-4,1_resnet18-2,2_vgg19-8
mps-uncap,0.8,8.528375625610348,5.250620841979982,7.277727127075195
mps-uncap,0.9,9.029240608215332,5.395979881286621,7.343740463256836
mps-uncap,1.0,8.449709415435791,5.6827592849731445,7.412610054016112
mps-uncap,0.5,8.47938537597656,5.245428085327149,6.9020414352417
mps-uncap,0.6,8.475244045257568,5.294487476348878,6.996738910675049
mps-uncap,0.7,8.222899436950678,5.382847785949706,7.196726799011231
mps-uncap,0.1,8.21084976196289,4.800615310668946,6.496071815490723
mps-uncap,0.2,8.508610725402834,4.911718368530273,6.598196029663086
mps-uncap,0.3,8.701610565185545,5.076603889465331,6.660752296447754
mps-uncap,0.4,8.657338619232178,4.967689514160156,6.7495012283325195
