mode,load,0_mobilenet_v3_large-4,1_resnet18-2,2_vgg19-8
mps-uncap,0.8,9.659290313720703,5.679607391357422,8.453130722045898
mps-uncap,0.9,10.339021682739258,6.089687347412109,8.376836776733398
mps-uncap,1.0,9.771108627319336,6.21795654296875,8.458614349365234
mps-uncap,0.5,9.539604187011719,5.95402717590332,9.032726287841797
mps-uncap,0.6,9.220361709594727,6.0977935791015625,8.033990859985352
mps-uncap,0.7,9.598493576049805,6.3915252685546875,288.3944511413574
mps-uncap,0.1,8.790016174316406,5.417585372924805,6.76727294921875
mps-uncap,0.2,9.055137634277344,5.669593811035156,6.772279739379883
mps-uncap,0.3,9.696483612060547,5.548954010009766,7.22503662109375
mps-uncap,0.4,8.996963500976562,5.3615570068359375,33.861637115478516
