mode,load,0_mobilenet_v3_large-4,1_resnet18-2,2_vgg19-8
mps-uncap,0.8,1.6667842864990234,0.8949041366577148,5.886554718017578
mps-uncap,0.9,5.250692367553711,3.9447546005249023,12.42208480834961
mps-uncap,1.0,17.13728904724121,247.5135326385498,55.70578575134277
mps-uncap,0.5,0.04684925079345703,0.043392181396484375,0.04696846008300781
mps-uncap,0.6,0.048160552978515625,0.05030632019042969,0.255584716796875
mps-uncap,0.7,0.057220458984375,0.4572868347167969,3.682374954223633
mps-uncap,0.1,0.05626678466796875,0.048160552978515625,0.05221366882324219
mps-uncap,0.2,0.04982948303222656,0.046253204345703125,0.049114227294921875
mps-uncap,0.3,0.049591064453125,0.04506111145019531,0.047206878662109375
mps-uncap,0.4,0.04971027374267578,0.04506111145019531,0.046253204345703125
