mode,load,0_mobilenet_v3_large-4,1_resnet18-2,2_vgg19-8
mps-uncap,0.8,2.792835235595703,1.1286735534667969,5.951881408691406
mps-uncap,0.9,2.737283706665039,1.1146068572998047,5.957365036010742
mps-uncap,1.0,2.7933120727539062,1.157999038696289,6.064891815185547
mps-uncap,0.5,2.8018951416015625,1.131296157836914,5.947351455688477
mps-uncap,0.6,2.7577877044677734,1.1334419250488281,5.913496017456055
mps-uncap,0.7,2.7480125427246094,1.0902881622314453,5.959272384643555
mps-uncap,0.1,2.798318862915039,1.1584758758544922,5.9108734130859375
mps-uncap,0.2,2.8183460235595703,1.1224746704101562,5.922555923461914
mps-uncap,0.3,2.8684139251708984,1.1162757873535156,5.906820297241211
mps-uncap,0.4,2.804279327392578,1.1332035064697266,5.915164947509766
