mode,load,0_resnet18-2,1_squeezenet1_1-4,2_vgg13-2
mps-uncap,0.8,424.39799308776855,26.445817947387727,64.99823570251459
mps-uncap,0.9,94.52733993530268,6550.050926208495,4051.3456106185918
mps-uncap,1.0,15783.572149276733,1201.3830661773682,8530.872650146484
mps-uncap,0.5,8.61866235733032,6.787395477294918,7.6420164108276145
mps-uncap,0.6,13.130855560302743,8.297133445739751,11.8810510635376
mps-uncap,0.7,28.72642993927002,12.659015655517566,21.16476058959961
mps-uncap,0.1,6.517562866210929,4.300923347473107,2.5085783004760747
mps-uncap,0.2,9.577093124389615,7.57025003433226,3.483362197875977
mps-uncap,0.3,10.635752677917452,8.525705337524444,4.1122245788574245
mps-uncap,0.4,9.743695259094242,7.85382747650146,5.8932113647461035
