mode,load,0_efficientnet_b5-32,1_resnet101-2,2_resnet34-4
mps-uncap,0.8,326.6153812408448,75.14116764068604,28.403401374816895
mps-uncap,0.9,697.1909046173096,464.7675991058351,444.3785190582276
mps-uncap,1.0,8105.812644958498,2807.6277732849126,75.75426101684569
mps-uncap,0.5,95.55830955505371,29.654741287231456,15.633273124694828
mps-uncap,0.6,112.39938735961917,31.35724067687988,22.20377922058107
mps-uncap,0.7,178.01408767700198,47.457337379455566,20.05410194396973
mps-uncap,0.1,47.09453582763672,22.61335849761963,10.15524864196777
mps-uncap,0.2,56.761741638183594,23.771286010742188,12.55040168762207
mps-uncap,0.3,56.502342224121094,26.64337158203125,13.304996490478516
mps-uncap,0.4,68.66369247436523,25.300979614257812,13.782978057861328
