mode,load,0_efficientnet_b5-32,1_resnet101-2,2_resnet34-4
mps-uncap,0.8,738.0940965062877,80.48474101525531,341.3957642121489
mps-uncap,0.9,858.8919972244835,90.96060354946354,390.9297463276258
mps-uncap,1.0,849.3192370580928,98.75705989960113,432.0507902279923
mps-uncap,0.5,464.44769968214416,49.855554218389294,213.8126471283014
mps-uncap,0.6,544.074470364678,59.40190475028288,263.6617598286689
mps-uncap,0.7,658.890799326126,70.74954346223704,302.782412253197
mps-uncap,0.1,97.60445162482262,9.049099315091171,42.70300548922315
mps-uncap,0.2,202.37816138057417,18.97910744576059,88.9808448699674
mps-uncap,0.3,253.52874935972847,30.814674260489845,128.46149962105233
mps-uncap,0.4,392.1831953476165,41.48245622352555,166.5188689531801
