mode,load,0_alexnet-4,1_efficientnet_b7-8,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,0.008821487426757812,0.007867813110351562,0.000476837158203125,0.000476837158203125
