mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-4
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0059604644775390625,0.0007152557373046875
