mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-4
mps-uncap,1.0,69.09561157226562,24.846315383911133,21.068096160888672,19.231081008911133
