mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-4
mps-uncap,1.0,59.53550338745117,12.72130012512207,10.041236877441406,8.785009384155273
