mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-4
mps-uncap,1.0,59.53514575958252,12.721061706542969,10.040998458862305,8.784770965576172
